Age,Sex,Occupation,Fee Structure ID,Loyalty Classification,Banking Relationship,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Contact_to_Meeting_Days,Bank_Joined_Days,Nationality
21,F,Database Administrator II,H,Silver,Retail,158341.70789999998,29558.01,2,4771.029599999999,209619.6048,360199.72987199994,248286.51147456001,40075.0128,779158.7712,2,-230,5192,Asian
31,F,Nurse,H,Jade,Retail,180874.0608,66917.12000000001,1,4832.7047999999995,1371965.364,541746.75456,885755.9437056001,67131.42480000001,171912.58920000002,3,-239,5498,Asian
79,F,Tax Accountant,MR,Silver,Retail,82419.8144,19836.320000000003,1,387.72720000000004,648406.5336000001,229307.23922400002,269405.01862344,28843.869600000005,510418.69200000004,1,27,4033,Pacific Islander
53,M,Actuary,H,Silver,Retail,465670.7328,38016.240000000005,2,3319.8660000000004,1139666.4036,292711.69843200006,690433.7186764801,69643.4112,1034359.9560000001,2,-446,8200,Asian
81,M,Accountant II,MR,Platinum,Institutional,128955.645,15151.849999999999,1,3600.8735,746744.6734999999,267320.380845,249132.11179534998,48009.814999999995,652707.6394999999,0,-471,11983,European
63,M,Paralegal,H,Gold,Retail,98343.50400000002,33137.08,1,304.164,355391.12,33956.654760000005,78037.423254,39942.112,961595.6839999999,2,-47,4816,Pacific Islander
53,F,Assistant Media Planner,MR,Silver,Retail,196620.55199999997,64560.14,3,7586.081999999999,376984.1236,1112573.0659199997,385691.99618560006,67077.4788,503031.2051999999,2,-194,4408,Indian
74,M,Safety Technician IV,H,Platinum,Commercial,291034.50690000004,50628.73,1,2546.1700000000005,119243.74550000002,113855.18512500002,232264.57765500006,30391.537000000004,455877.4,1,-61,9587,European
69,M,Automation Specialist I,L,Silver,Commercial,142762.8091,7367.8099999999995,2,535.1976,603533.196,260334.21052800003,409375.54605527996,44364.2913,452542.2048,1,-57,7770,European
30,M,Safety Technician III,MR,Platinum,Commercial,87475.5,38934.5,1,1094.8000000000002,254842.28000000003,166848.36839999998,240098.87160000004,19336.24,695647.1200000001,0,-162,5128,European
26,F,GIS Technical Architect,MR,Jade,Investments Only,155729.6328,29286.71,1,6036.078100000001,816917.5449,314938.252614,549815.88627402,21103.3404,1157637.7236,1,143,8002,Indian
72,F,Assistant Professor,H,Jade,Retail,79782.4896,6279.04,1,315.9552,398697.9264,166628.854848,139046.46142848002,29962.2144,500530.80960000004,1,-172,12664,European
68,F,Software Test Engineer I,MR,Gold,Commercial,234707.1685,25305.239999999998,2,2232.5146,260404.6934,57569.059391999996,49420.82329344001,3154.9444,441021.2892,0,-529,4375,European
72,M,Sales Associate,L,Silver,Investments Only,72706.78800000002,36381.420000000006,1,295.812,269847.288,69092.84448,85298.25709439999,16365.564,679158.432,1,48,5291,Pacific Islander
78,F,Programmer Analyst IV,MR,Jade,Private Bank,177519.5136,4661.36,1,2303.532,472207.032,140742.55008,95148.51001920002,26784.252,273850.23600000003,0,-214,5144,European
17,M,Chief Design Engineer,H,Gold,Retail,154263.77070000002,22358.31,1,681.8955000000001,75552.47700000001,265205.89095000003,82971.55731150003,16769.395500000002,345400.341,2,-197,5891,European
17,F,Office Assistant II,MR,Jade,Investments Only,99666.75,10370.0,1,7211.88,174924.36000000002,431130.4686,239807.488518,72036.90000000001,1111998.42,2,112,8342,European
63,F,Programmer II,H,Jade,Retail,266276.84010000003,17614.26,2,4604.176,825051.872,443566.8736,838895.8496960001,96596.064,786745.7119999999,3,-236,9999,European
61,M,Payment Adjustment Coordinator,H,Silver,Commercial,265427.25649999996,26190.96,3,2007.9308999999996,840128.4901999999,355566.988647,539458.9414934099,39235.6453,179763.23629999996,1,-197,8575,European
80,M,Health Coach I,H,Gold,Commercial,84421.46299999999,35468.159999999996,2,28.175,159327.91,294584.41075,62382.58110000003,14989.1,403295.97,3,-301,10318,Asian
79,F,Web Designer I,MR,Gold,Retail,49503.768299999996,20847.33,1,4653.683999999999,135150.12,287158.00957199995,63034.68502800003,21961.5228,718739.9352000001,2,-539,8309,Indian
33,F,Professor,H,Silver,Private Bank,291792.24360000005,36552.78,1,1261.4976000000001,78291.25920000001,572456.7557280001,564090.08006736,49095.6048,431914.824,2,-84,7795,Asian
41,F,Electrical Engineer,MR,Jade,Institutional,46821.12,27346.2,1,2450.7360000000003,947424.8520000001,95625.7992,23554.144224000003,44240.472,1209634.074,3,-103,9617,European
71,M,Safety Technician I,H,Silver,Investments Only,285375.4887,56313.84,2,1778.3248000000003,713652.9904,213624.21808,98877.49522560003,2981.2272,789757.4832,1,146,11420,Asian
56,F,Help Desk Operator,MR,Silver,Retail,72070.7328,17690.88,2,1015.7568000000001,152068.2368,119787.14841600001,112415.63159040001,2146.6240000000003,92649.29280000001,3,-100,9788,Indian
67,F,Automation Specialist II,MR,Jade,Retail,98374.083,21012.3,1,3358.8747999999996,544636.4332000001,617605.228548,95929.33160304,25196.837199999998,154219.6556,0,91,6475,Indian
64,M,Internal Auditor,H,Platinum,Retail,91243.0575,2150.0499999999997,1,1529.4229999999998,125707.27749999998,0.0,0.0,954.0369999999998,133887.11,0,-239,11712,Pacific Islander
62,M,Software Consultant,H,Jade,Investments Only,471052.3488,9266.4,1,2021.9759999999999,1451497.432,861284.0543999999,1021939.896384,18387.028,2487458.556,1,166,8233,European
60,F,Database Administrator I,H,Jade,Commercial,35337.2166,6165.450000000001,1,900.4608000000001,705853.1808000001,29835.298944,53040.531456000004,20912.3856,394311.6288,2,-125,7558,European
73,F,Accountant II,H,Gold,Retail,152280.51599999997,13713.06,2,1336.2624000000003,773813.1900000001,410866.9903980001,269621.77218948,25511.729400000004,674133.8358000001,2,57,6105,Asian
80,M,Desktop Support Technician,MR,Platinum,Investments Only,512987.8047000001,61515.780000000006,1,6672.657000000001,2284895.8890000004,180714.31384500003,119688.48016965,107769.98100000001,346486.11030000006,0,-173,11544,European
69,M,Systems Administrator II,H,Silver,Investments Only,91339.99199999998,2125.34,1,127.2544,216548.95080000002,15790.68036,30212.8350888,16043.391000000001,341117.1764,1,66,10081,European
32,F,Recruiter,H,Jade,Private Bank,159579.9675,25288.65,1,3928.4280000000003,212778.2475,104659.26597,128306.60282159998,20083.927499999998,1286219.0565,3,-401,5474,European
57,M,Physical Therapy Assistant,H,Jade,Commercial,181593.39239999998,24063.41,3,70.70700000000001,203307.1495,232069.90352000002,219803.3514768,7288.554,366702.10850000003,3,-65,9469,Asian
23,M,Operator,H,Jade,Private Bank,30326.3297,2020.58,3,3886.3770000000004,409137.2219,54863.013530000004,71354.1899499,36419.4541,711890.0512,1,-171,7620,European
18,M,Dental Hygienist,MR,Silver,Retail,76587.3024,16762.62,1,5079.9168,822400.929,207709.29711,325718.94961619994,15336.7326,696597.1362000001,3,-38,10832,European
39,F,Assistant Professor,H,Jade,Retail,75928.83480000001,7975.76,1,301.78200000000004,620325.9972,345468.83540000004,186553.17111600004,10227.5628,705476.7304,1,131,3832,European
69,F,Administrative Assistant I,L,Silver,Retail,61750.3392,44720.64,2,908.2079999999999,761581.296,636337.8806399999,115945.72032960002,83459.37599999999,2240804.16,3,-266,10062,European
42,F,Systems Administrator III,MR,Silver,Retail,286607.889,21810.06,2,6838.6032,1737252.2952,1111108.6305000002,192592.16262000002,38869.6482,2515317.7617,3,275,6356,Indian
85,M,Physical Therapy Assistant,H,Jade,Retail,191841.0,22092.5,1,802.4000000000001,703536.8,0.0,0.0,2736.8,785672.4,2,-112,10586,European
30,F,Web Developer III,MR,Silver,Investments Only,97698.8922,24092.92,1,688.5699999999999,371535.5,270828.456,33853.55699999999,24226.86,876909.62,0,334,4208,Pacific Islander
25,M,Recruiter,MR,Silver,Retail,342396.72000000003,54688.5,3,3446.5499999999997,901247.985,91533.537,190084.64516999997,70924.41,2475385.695,2,-345,7529,European
68,M,Structural Analysis Engineer,H,Silver,Retail,80765.88,13141.199999999999,1,903.756,78101.29199999999,32654.29986,46477.953467399995,15065.442,290271.67199999996,3,-300,5694,European
73,F,Internal Auditor,H,Jade,Retail,176480.3619,34644.45,1,1190.7125999999998,585187.3818,314344.81638,123090.8123088,28459.0152,882756.3906,3,94,4908,European
27,F,Associate Professor,H,Gold,Commercial,34363.719000000005,21179.73,1,3295.1295000000005,608489.7000000001,342562.60584000003,416295.12862080004,48618.1215,1524000.7185,1,6,11790,Indian
31,F,Programmer Analyst III,H,Jade,Retail,212002.5,13938.5,1,3269.37,705539.64,311178.0672,55769.57568,24006.45,418455.96,0,-346,10633,Asian
75,F,Analog Circuit Design manager,H,Jade,Private Bank,181525.44,34293.6,1,4470.858,1133013.6719999998,54390.43512,50689.752573599995,15540.839999999998,1558621.0080000001,1,-56,6178,Indian
60,F,Human Resources Manager,H,Silver,Retail,61488.50400000001,31544.640000000003,1,273.3264,253955.93039999998,76972.59252,118537.79248080001,54716.3748,1119246.3684,3,-197,11506,European
59,M,Accounting Assistant I,H,Gold,Private Bank,77567.79520000001,12646.480000000001,2,482.02560000000005,260742.78720000002,179991.43747200002,179850.26771712,661.4496,84938.31360000001,0,14,5283,Asian
39,F,Data Coordiator,L,Gold,Private Bank,81291.1632,10274.099999999999,3,9274.124399999999,1241203.4364,379782.07324199995,424089.9817869,36109.245599999995,2430078.4872,1,-339,7768,Asian
26,M,Internal Auditor,MR,Jade,Retail,129574.88500000002,6106.650000000001,1,67.8535,150913.8125,507808.62396,154035.28260120004,14027.2055,637115.457,0,-285,9553,Asian
24,F,Health Coach I,MR,Silver,Investments Only,341325.33119999996,14667.119999999999,2,2981.6639999999998,477384.96959999995,646252.59888,232286.84962560007,30319.2288,1368961.1712,2,-121,4555,Asian
44,F,Health Coach II,L,Platinum,Retail,146610.24,18992.399999999998,3,683.4300000000001,435339.30000000005,93176.9256,64450.303631999996,2869.35,638184.03,2,-244,4130,European
63,M,Geologist I,L,Gold,Retail,62305.625,1775.5,2,805.365,238816.215,40685.337,103573.24362,22491.81,125146.6425,3,132,4870,European
37,M,Associate Professor,H,Jade,Retail,189742.7686,23607.71,1,530.1211999999999,193600.00939999998,124147.423512,128009.78779903999,25188.3422,835097.6508,2,-174,4881,Asian
36,M,Office Assistant IV,MR,Platinum,Investments Only,491409.51690000005,34176.57,2,4891.1118,1468097.3304,181149.72747599997,135553.01558448002,103795.3842,512143.4112,2,-364,6266,Maori
26,M,Geologist II,MR,Silver,Commercial,297603.8793,47232.57,2,4773.2958,957889.7054999999,208750.761219,577519.77836553,10808.0427,1249345.1879999998,0,-330,3470,Asian
75,F,Safety Technician II,H,Jade,Retail,252612.864,27437.76,1,8765.064,311486.2128,176099.32494,303904.74410099996,55843.22519999999,1119019.7844,1,-308,10903,European
74,M,Database Administrator I,MR,Platinum,Commercial,121293.87520000002,20721.920000000002,1,2167.264,1183417.5296,0.0,0.0,5374.144,182024.18560000003,3,-332,12058,Pacific Islander
64,F,Developer IV,H,Jade,Retail,283076.28089999995,44260.65,3,2479.9446,434375.6193,39778.282655999996,71552.39868000001,3708.0665999999997,63294.966,1,-254,6238,Indian
25,F,Physical Therapy Assistant,MR,Jade,Investments Only,110572.2112,18163.2,1,1933.2096,476101.86240000004,10823.0784,22403.772287999996,42739.4112,1278489.0816,2,43,6427,Asian
54,M,Human Resources Assistant IV,L,Silver,Institutional,62559.669599999994,26774.23,1,778.5408,245560.972,152846.479392,61857.869306879984,33283.3736,479575.47479999997,3,-417,10881,Pacific Islander
18,F,Biostatistician I,H,Silver,Retail,200436.79499999998,62653.45,1,848.0649999999999,479104.1234999999,1283351.5587199999,398672.32837119995,86455.396,212606.67499999996,1,-184,13029,European
58,M,Structural Analysis Engineer,L,Jade,Retail,144736.4284,29361.410000000003,1,1535.3184,492107.20790000004,711278.531964,172530.63877896004,21278.811400000002,884355.78,1,89,8100,Pacific Islander
38,M,Accountant I,H,Jade,Retail,117501.6704,34283.520000000004,1,5583.3984,351717.86880000005,856594.0154880001,181237.26011904003,7702.3872,1076992.7040000001,0,-280,3988,European
50,F,Environmental Specialist,H,Jade,Retail,70908.00640000001,5827.360000000001,1,1760.3712,441249.4464,222677.747712,129655.91439359999,15339.609600000002,289990.0416,2,-303,6262,Asian
84,M,Community Outreach Specialist,L,Silver,Investments Only,64212.2208,27972.56,1,2864.0304000000006,665377.2216000002,144101.88878400004,221006.79153504,25557.184800000003,993089.1600000003,2,-577,10279,European
63,F,Software Consultant,H,Jade,Retail,149346.65399999998,29221.079999999998,2,2580.4128,590881.8512,1702050.80584,452480.25968240004,20512.5824,646156.8032,0,28,3771,Maori
55,M,Systems Administrator I,L,Platinum,Investments Only,109855.4808,19648.2,1,2247.3984,458086.3872,191215.24531199998,29866.000220160004,11316.3648,1028243.6736000001,3,-218,12282,Maori
60,M,Librarian,H,Jade,Investments Only,103961.088,20240.920000000002,2,2256.3828000000003,490614.3900000001,197220.43026000002,256386.55933800008,13699.375200000002,105736.40280000001,3,-37,12926,European
24,M,Environmental Tech,MR,Gold,Retail,433365.48750000005,11774.58,2,6543.3222000000005,980636.2818000001,1012366.7347500001,415070.3612475,2148.8478,726069.5055,3,-80,12952,European
67,M,Geological Engineer,L,Silver,Institutional,150898.03799999997,18778.079999999998,2,42.635999999999996,284352.56549999997,321091.08615,321804.62189699995,9160.926,399466.37399999995,2,60,5128,Maori
28,F,Research Assistant IV,MR,Jade,Retail,139596.55260000002,26119.98,1,12102.462,222968.93219999998,317194.953804,78123.94232579997,48294.342,339270.64019999997,3,-331,7535,European
62,M,Occupational Therapist,H,Silver,Commercial,141515.02440000002,4827.240000000001,1,1563.0654,333744.6729,92338.293933,77183.95039929,9673.242,441118.86749999993,1,-192,6730,European
69,M,Biostatistician IV,H,Gold,Retail,66543.56920000001,4081.0200000000004,1,1225.836,333472.47599999997,175526.08596,22289.6981448,16574.184,522315.276,1,155,10489,European
79,M,Financial Analyst,H,Silver,Investments Only,422382.63340000005,26844.09,2,1356.7918,1596542.9207000001,591295.968536,376317.64854684,51077.3172,1931783.7539000001,2,149,3292,European
60,M,Dental Hygienist,H,Gold,Investments Only,488895.36,5781.280000000001,2,4794.8744,369137.2488,902061.007584,222191.86923648004,37463.0624,179953.1408,2,203,8275,Indian
60,M,Systems Administrator III,MR,Gold,Retail,92607.75,19835.0,1,999.9,102478.95,140015.4525,60715.79167500001,3956.85,312132.60000000003,2,-272,6341,European
18,F,Staff Accountant II,L,Silver,Private Bank,328107.31560000003,35319.240000000005,2,8433.072000000002,86324.17050000001,688012.7586750002,377156.08498275,95976.49500000002,1912940.4690000005,1,-256,3670,European
76,M,GIS Technical Architect,H,Gold,Commercial,59980.66559999999,24186.96,2,19.1808,478753.30079999997,517342.08671999996,119260.96525439998,25489.684799999995,1321626.9168,0,-406,5283,Asian
63,M,Geologist II,MR,Jade,Retail,96059.68470000001,14301.41,3,817.6608,1309510.8717,302223.84684,430668.981747,72159.3399,131595.38220000002,1,-4,5293,Indian
82,M,Biostatistician IV,H,Silver,Retail,138340.6674,14770.470000000001,2,275.80800000000005,533544.0240000001,96417.13536,119075.16216960001,17394.312,53883.64800000001,1,-490,3820,European
84,F,Developer II,MR,Jade,Investments Only,145503.585,27033.75,1,975.6675,466532.6805,359146.54395,124924.75731450002,26095.5135,375420.6315,2,-348,3208,European
51,M,Biostatistician IV,H,Jade,Retail,138844.4094,22795.47,1,6568.942800000001,629977.9488000001,74761.126797,116189.73169524001,22248.250200000002,1056141.7161,0,-137,8285,Asian
50,M,Computer Systems Analyst IV,L,Gold,Retail,87964.254,28324.170000000002,1,3876.8246999999997,235674.2115,23274.663929999995,39101.4354024,35246.326499999996,764131.2147,1,-60,8908,Asian
57,M,Analyst Programmer,H,Gold,Private Bank,187601.46659999996,4761.21,1,5015.042399999999,0.0,678995.3320559999,231573.14482751998,57662.465399999994,495342.2777999999,3,-129,12510,Maori
18,F,Statistician II,H,Jade,Retail,37871.017100000005,34761.58,1,3608.556,93376.1346,517139.86128,84035.22745799996,18233.2038,802254.9696,1,-369,5885,Asian
63,F,Environmental Tech,H,Jade,Retail,307054.44,35028.9,1,1717.5059999999999,531702.396,996367.7077200001,267854.69545199996,24031.926,1480748.688,3,118,11346,European
35,F,Programmer III,H,Gold,Retail,334843.2269,68760.51000000001,1,9810.3824,2374318.4738000003,1800437.5558260002,232278.6723256999,50535.9582,2581344.9115999998,1,114,3886,Asian
54,M,Programmer Analyst II,MR,Jade,Commercial,102583.5,22735.5,1,4758.125,939876.6,51078.699,25798.796859999995,8800.949999999999,963100.85,3,71,12598,Asian
53,M,Professor,L,Silver,Retail,99151.3235,27849.22,3,3352.3316,357978.0788,509527.40823,107419.5453789,47746.813,144831.9034,2,-221,8123,Asian
41,F,Media Manager IV,H,Jade,Retail,170208.96,29922.0,1,2939.7240000000006,313549.47000000003,380014.27200000006,267197.535,59873.40000000001,1522225.584,0,-235,4610,Asian
84,F,Research Associate,H,Jade,Private Bank,156360.75840000002,36720.54,1,2619.3024000000005,491419.656,291029.209848,186061.38636384005,14386.226400000001,120138.03360000001,2,-535,11680,European
51,F,Software Test Engineer IV,MR,Jade,Retail,254049.92549999998,6954.57,1,8670.1482,142987.9878,907026.831585,171268.00761105,216.7074,711447.6159,2,-255,3994,Asian
66,M,Human Resources Assistant II,L,Platinum,Retail,261771.17639999997,20614.6,1,2516.3028,785259.3672,275340.33588599996,441629.21146806004,45726.8526,1175634.4248,1,225,7074,Pacific Islander
77,M,GIS Technical Architect,H,Jade,Retail,162652.1268,37196.72,3,5965.097600000001,158088.0896,746246.0579840001,222474.60603648002,83580.71680000001,1210723.1360000002,0,-258,5980,European
40,F,Dental Hygienist,MR,Silver,Institutional,230764.80000000002,21653.399999999998,1,1907.49,676955.9400000001,398689.20839999994,193079.488068,16057.488000000001,594087.66,2,139,10407,European
72,M,Sales Associate,H,Jade,Investments Only,316487.5374000001,51908.880000000005,1,2178.246,1133288.142,190654.9848,323160.199236,16174.745999999997,1183141.722,3,200,6797,European
74,M,Accountant IV,MR,Gold,Private Bank,36006.025499999996,36840.36,1,2452.182,862294.2707999999,151954.329456,259335.38893823995,33108.3024,726780.0083999999,0,-138,9202,Indian
59,M,Product Engineer,H,Gold,Commercial,348927.5904,32421.72,3,2000.0616,684129.0936,213117.250752,228611.45087424,12037.077599999999,773614.2828,0,201,5424,Pacific Islander
26,M,Data Coordiator,L,Jade,Investments Only,38281.04,26898.4,1,1912.3200000000002,1038515.8400000001,320168.5888,435052.61184,49608.96000000001,880957.4400000001,1,2,12063,European
65,F,Human Resources Assistant IV,MR,Jade,Private Bank,80225.5423,12850.1,2,4444.44,947589.9356,112410.59984000001,18547.748973599995,9999.420199999999,1392172.397,3,-41,9353,Asian
52,M,General Manager,H,Gold,Investments Only,484690.9967999999,11373.06,2,7984.096799999999,1236981.3064,722873.64128,223710.36898559995,97886.2232,3487314.084,1,-441,6414,Maori
65,F,Environmental Tech,L,Silver,Retail,139535.9244,58891.42,1,7107.552,649611.0719999999,454121.5518719999,280987.7102208,27691.747199999998,1962514.4544,1,-609,6629,European
65,M,Engineer I,H,Jade,Private Bank,204212.27520000003,39148.16,2,3970.9760000000006,139875.96800000002,1127226.3052799997,450727.1559808001,48104.064000000006,1763512.1280000003,2,-185,7458,Asian
67,F,Recruiting Manager,MR,Silver,Investments Only,349188.0,49402.5,1,5869.14,692863.5,529660.8084000001,234789.94043999995,64263.84000000001,294391.26,0,-147,3667,Indian
47,M,Marketing Assistant,H,Jade,Private Bank,84800.04,46266.9,1,6607.744,1067368.016,720817.95357,1712270.2842530997,124704.866,823236.0565,2,-41,9599,European
30,M,Account Representative III,MR,Platinum,Retail,114430.69440000001,15505.6,2,2375.5136,336785.06240000005,7290.374400000001,23402.101824000005,251.71200000000002,340478.89920000004,1,-140,6255,Pacific Islander
66,F,Recruiter,H,Gold,Institutional,170920.4175,5516.55,3,2695.5,333446.4,255711.34800000003,526163.7031200001,13552.65,274001.4,1,-439,8491,Pacific Islander
48,F,Community Outreach Specialist,MR,Silver,Retail,321119.7624,48322.6,2,7706.5417,860889.4293999999,92972.15584800001,194913.39026016,87025.88179999999,1614452.2393999998,2,-247,8325,Asian
30,F,Software Engineer II,L,Platinum,Private Bank,138366.6648,25964.120000000003,1,1997.7866999999999,1181013.9978,1416150.1563300001,518543.7490232999,25406.6631,3021187.2600000002,1,-109,9788,European
41,M,Office Assistant III,H,Silver,Commercial,139498.464,21813.72,2,6892.765600000001,187627.5856,268037.14223999996,343470.4522704,52516.270800000006,2017006.2556,2,-293,10619,European
29,F,Human Resources Manager,L,Silver,Institutional,292103.82090000005,10039.35,3,4907.842500000001,447035.097,900912.93684,353390.3649024,28762.342500000002,450153.852,1,-91,8060,Maori
47,F,Occupational Therapist,MR,Jade,Retail,181982.2368,4557.84,1,2754.0240000000003,231460.32000000004,73566.00888000001,110734.35908080003,27682.928000000004,741194.6360000002,3,-121,9072,European
47,F,Account Representative IV,MR,Jade,Retail,41258.8776,31081.95,2,970.1016000000001,540708.3239999999,354446.99548800004,722446.3760975999,3308.7168,444933.2412,2,-339,6697,Asian
35,M,Software Engineer II,L,Gold,Investments Only,138442.8903,4883.129999999999,1,661.9584,258408.864,228048.28992,537088.2755328,24945.983999999997,990724.7423999999,0,-167,9966,European
64,M,Programmer III,H,Silver,Private Bank,116508.93740000001,14003.02,3,68.265,294887.77999999997,31597.67625,12744.3960875,8857.43,140095.135,2,-64,7356,European
44,F,Administrative Assistant I,L,Jade,Retail,111496.5,7301.0,1,1799.0249999999999,274664.43,214155.7866,217090.51404599997,34670.345,160689.245,3,-377,6694,Indian
38,M,Budget/Accounting Analyst III,MR,Jade,Retail,73812.59599999999,9656.94,3,43.021499999999996,328683.7655,229989.41815999997,243895.75507199997,17864.801499999998,353781.12399999995,3,-136,4829,European
60,M,Automation Specialist III,H,Platinum,Investments Only,51971.25,24291.0,2,774.4,61186.4,481977.09119999997,269907.171072,7678.88,314790.08,0,-480,10126,European
85,M,Speech Pathologist,L,Silver,Retail,90061.2081,22896.079999999998,1,1568.5375,127661.62499999999,152458.2345,230904.92607,10078.949999999999,354743.58749999997,1,-357,10725,Maori
65,F,Actuary,L,Jade,Retail,112254.76799999998,9488.16,1,592.416,1414317.168,224671.58208,45883.63296,7191.36,1239307.344,3,43,12497,European
19,F,Analog Circuit Design manager,H,Gold,Institutional,200034.64800000002,36168.0,1,4542.4962000000005,656478.108,269171.52768000006,189398.8749312,11930.133600000003,374449.3434,3,-447,7080,European
72,M,Compensation Analyst,MR,Platinum,Retail,468818.091,32124.55,1,3952.7747999999997,204628.2126,39633.934967999994,87370.80775168,22240.5304,622936.2582,3,-17,11774,Asian
64,F,Human Resources Assistant I,H,Silver,Retail,102656.95440000002,10408.53,2,1680.0629999999999,36116.988600000004,120912.837276,18320.590660679998,24312.888600000002,440832.6846,0,-607,8029,European
21,F,Engineer IV,H,Jade,Investments Only,58419.236399999994,32798.479999999996,2,5453.729399999999,211534.51899999997,114829.19611799999,163440.22247462,43380.5526,1504926.8276,3,181,11339,European
72,F,Office Assistant I,H,Jade,Commercial,140855.22119999997,12999.46,1,1083.384,669122.46,381123.27359999996,157107.48278400002,34604.82,476822.16900000005,2,-415,5845,European
34,M,Office Assistant III,H,Silver,Commercial,303715.36999999994,37170.7,1,7323.54,830988.0599999999,1203594.6829199998,911671.9725372003,8706.999,1639408.932,2,-20,7152,Pacific Islander
40,F,Senior Quality Engineer,MR,Jade,Commercial,67402.74239999999,2197.44,3,1495.8431999999998,127332.39959999999,256437.999792,146761.43988095998,27940.2588,599202.9648,3,-308,4452,Indian
48,M,Account Representative III,L,Jade,Private Bank,50226.875,18022.25,1,2153.355,371797.72250000003,26560.0208,6943.013888000002,13309.2825,239669.6575,3,-5,12009,Pacific Islander
83,M,Administrative Assistant II,H,Jade,Institutional,33952.278,7396.32,2,3527.35,284148.90640000004,212624.0049,65913.44151900001,40683.7044,678764.2080000001,2,23,11564,Pacific Islander
17,M,Software Test Engineer IV,L,Jade,Private Bank,284819.616,39901.68,1,3858.7031999999995,476516.6784,757688.2791839999,213540.03473904,10419.753599999998,450288.0144,1,-504,4247,European
58,M,Physical Therapy Assistant,L,Silver,Investments Only,236893.50799999997,30897.72,1,827.2959000000001,842966.3558,528454.363855,55021.42494255,2354.3264000000004,1135129.3698000002,0,-136,7853,Asian
42,F,Web Developer I,MR,Gold,Private Bank,223656.45120000004,30746.24,3,1089.9616,486874.0576,45516.932608,8193.047869440004,13025.488000000001,971928.2496000001,2,-372,5272,European
43,F,Statistician III,MR,Silver,Investments Only,233880.8661,5531.35,1,10937.1477,729742.3458,335526.381972,668070.3072153601,87161.1087,439707.0543,0,324,8891,Asian
54,M,Tax Accountant,MR,Gold,Commercial,325866.6642,6405.63,2,6912.259200000001,136488.84480000002,233544.914064,374116.70995776,35695.5984,948872.2320000001,0,6,8538,European
76,F,Human Resources Assistant II,L,Silver,Retail,94314.47999999998,15868.8,1,8565.4755,1459532.025,1867963.4901,471906.56591999996,77808.762,951559.938,3,-75,3664,Indian
32,M,Chemical Engineer,L,Silver,Commercial,274475.7939,56993.090000000004,1,1837.22,720813.9400000001,511887.5454,629134.168894,4208.05,566092.4500000001,0,-225,9258,Pacific Islander
22,F,Senior Editor,MR,Jade,Retail,381103.3044,22245.55,1,4636.722,573978.4973999999,311896.96848,103965.65616,2487.7992,2167704.0605999995,0,-258,10198,European
75,F,Analog Circuit Design manager,H,Jade,Retail,185228.2173,19918.6,2,1959.9469999999997,163347.16049999997,138209.521875,265362.282,36333.326499999996,946593.2775,3,-7,12238,European
83,M,Office Assistant II,H,Gold,Investments Only,210650.8248,28919.280000000002,1,4093.5491999999995,707178.1158,17597.20248,15045.608120399998,4661.8884,699099.1956,1,186,7135,Asian
24,F,Recruiter,MR,Platinum,Retail,72484.3008,14037.84,3,1117.0116,353225.87279999995,187666.57011599996,88529.6645982,11943.6768,81281.23199999999,2,-367,12529,Indian
26,M,Safety Technician III,MR,Jade,Retail,264913.6875,52901.25,1,4641.0,208822.94999999998,630870.0825,395276.3041499999,31956.75,1421316.7499999998,2,194,6749,European
70,M,Developer II,H,Platinum,Retail,345819.23199999996,24722.72,1,2177.56,286200.71040000004,493667.23278400005,837675.3465766399,53240.0088,1279233.8416000002,2,-341,10982,European
29,F,General Manager,MR,Silver,Private Bank,168308.6121,12991.259999999998,2,2541.18,126578.89,28492.519500000002,68561.444145,25353.579999999998,785860.94,1,-87,3288,European
66,F,Occupational Therapist,H,Platinum,Institutional,95699.34659999999,29523.37,3,3145.6391999999996,113185.11600000001,31090.857600000003,50833.552176,15264.655999999999,938632.9304,0,171,4494,Asian
72,F,Research Assistant I,H,Silver,Investments Only,390347.05079999997,32717.64,2,655.556,798844.101,292023.52080000006,239459.28705599994,26341.15,759225.357,3,210,7229,Asian
57,F,Accounting Assistant IV,MR,Gold,Retail,142392.9408,45693.12,1,6610.956,1055434.9806000001,206533.36341000002,692422.2242916,8896.8132,2623231.4856000002,1,-346,8037,Indian
54,F,Automation Specialist I,L,Silver,Retail,379053.5385,45646.51,1,3644.9595,1787687.811,59228.86515,29191.3692525,19720.246,731342.3389999999,3,-326,4155,Indian
52,F,Assistant Professor,H,Gold,Investments Only,47929.9525,17458.89,3,430.03200000000004,431728.81600000005,27025.79256,6393.8235816,5921.0,385784.088,0,-548,3332,Pacific Islander
82,F,Operator,MR,Jade,Investments Only,264217.6064,31962.48,3,6889.08,531769.656,582482.57496,276007.12782720005,76682.86559999999,227082.9264,3,-95,3898,European
70,F,Paralegal,H,Gold,Retail,183031.56,35955.0,1,7551.252,534932.289,997359.3104399999,249583.08597840005,53740.422000000006,1468926.009,0,-195,6037,Asian
