Client ID,Age,Sex,Joined Bank,Banking Contact ID,NationalityID,Occupation,AdvisorID,Last Contact,Last Meeting,Fee Structure ID,Loyalty Classification,Banking Relationship,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting,Contact_to_Meeting_Days,Bank_Joined_Days,Occurrence
NZ34748,71,M,1995-09-29,BC_39,E,Staff Accountant I,IA22,2015-09-26,2015-08-08,H,Jade,Retail,52362.9225,21824.6,2,85.113,445105.26900000003,439429.26383999997,244127.36879999997,72191.95048800002,11748.681,998929.3859999999,2,1,-49,10722,1
NZ33562,17,M,2012-11-16,BC_32,I,Developer I,IA3,2015-10-19,2014-11-24,MR,Silver,Retail,37149.840000000004,5874.18,1,1589.1252,101189.8524,34697.587157999995,24640.315518,17439.30902376,5795.8758,304302.2268,3,1,-329,4464,1
NZ75139,71,F,2003-07-09,BC_13,I,Systems Administrator II,IA9,2015-12-20,2016-03-23,H,Jade,Private Bank,146714.88,32358.0,1,1877.9039999999998,275978.196,481042.87019999983,453156.32699999993,253767.54312,24704.208,220958.42399999997,0,2,94,7882,1
NZ27653,36,M,1992-08-01,BC_42,E,Graphic Designer,IA8,2015-10-07,2014-11-25,H,Jade,Private Bank,330112.11870000005,11676.210000000001,1,6231.9894,120880.87830000001,3210117.998906,920097.5156100001,708475.0870197001,74725.2961,1901489.6901000002,1,4,-316,11876,1
NZ64098,66,M,1990-05-20,BC_49,E,Physical Therapy Assistant,IA17,2015-12-18,2016-05-27,L,Jade,Private Bank,203317.086,5917.16,1,6392.9514,1003920.9792,695971.479022,235643.88659799995,293623.24288187997,60256.089799999994,649605.3302,1,2,161,12680,1
NZ70565,42,F,2011-06-15,BC_17,E,Research Assistant II,IA18,2016-03-31,2015-08-10,MR,Gold,Retail,215591.46279999998,68085.14,3,1693.0904,2349148.3224,3808500.261056,849192.6257759999,1724118.3614239998,50691.1544,3266701.7616,1,5,-234,4984,1
NZ48103,50,F,2012-06-21,BC_33,E,Budget/Accounting Analyst IV,IA2,2016-03-09,2016-05-11,MR,Jade,Private Bank,61262.838,4688.84,2,1083.7631999999999,50078.08,162516.94284800004,124427.034368,103604.55106560001,6188.9152,424619.1872,2,1,63,4612,1
NZ53609,25,F,2013-03-10,BC_36,PI,Automation Specialist III,IA14,2016-07-16,2016-02-09,H,Silver,Retail,227268.80399999995,13347.689999999999,1,1416.393,539666.424,285012.15217200003,246146.85869399997,157836.2751801,29628.007199999996,585699.0083999999,3,2,-158,4350,1
NZ86089,66,M,2011-09-01,BC_3,E,Web Designer IV,IA3,2015-06-29,2016-04-29,H,Platinum,Private Bank,160897.6551,57781.36,1,5009.2952000000005,725592.2401,629275.4990340001,573516.9105120001,252028.82011944003,38922.6838,1048670.9324,1,4,305,4906,1
NZ76695,19,F,2005-10-17,BC_25,E,Junior Executive,IA20,2015-11-25,2015-03-06,H,Silver,Retail,201218.5728,42958.439999999995,3,4167.072,228289.2108,433660.46497200005,630035.015148,197601.8911146,36984.99,209340.6084,3,3,-264,7051,1
NZ97632,65,F,1998-05-11,BC_32,E,Accountant III,IA9,2015-10-24,2015-03-22,H,Jade,Private Bank,29928.5532,15567.76,1,1228.097,323334.934,22023.9097,7514.03978,22627.6239306,6643.481,379506.946,2,1,-216,9767,1
NZ72949,20,F,1991-08-19,BC_5,E,Automation Specialist IV,IA5,2016-05-15,2016-01-10,L,Gold,Private Bank,491294.82220000005,52532.48,3,11910.99,1823117.205,0.0,0.0,0.0,14404.845000000001,1194142.95,1,4,-126,12224,1
NZ70877,49,F,2001-07-13,BC_43,A,Accounting Assistant III,IA11,2015-06-26,2016-04-14,L,Silver,Retail,52463.03999999999,9926.800000000001,1,2526.2400000000002,444465.02400000003,180778.17216000002,114175.68768,123690.32832000003,23190.64,778208.3840000001,3,1,293,8608,1
NZ15767,56,F,1994-02-23,BC_20,I,Programmer Analyst III,IA7,2015-06-03,2014-12-22,L,Silver,Retail,58211.5716,17724.72,3,3026.6132000000002,292505.68880000006,260533.73699600002,104623.78414799999,52270.863139040004,5871.6164,745970.3394,0,1,-163,11305,1
NZ97246,23,M,2002-04-26,BC_36,A,Media Manager IV,IA15,2015-07-18,2015-08-07,H,Silver,Investments Only,114218.52160000001,15712.0,2,6495.1936,427235.968,1752305.1555839998,567648.148992,819634.5664358399,51148.17279999999,1580777.6256000001,0,2,20,8321,1
NZ33304,29,F,1997-07-18,BC_27,I,Programmer I,IA17,2015-08-02,2015-12-22,MR,Jade,Private Bank,47139.0,30078.5,3,1012.145,285154.67,77377.40849999999,83934.81599999999,32105.067120000003,24964.079999999998,47790.0,3,2,142,10064,1
NZ71718,41,F,1991-12-08,BC_13,A,Civil Engineer,IA22,2015-12-01,2015-03-18,H,Jade,Commercial,39235.647,19236.379999999997,1,4744.11,873208.406,1070891.8247999998,198879.91031999997,571703.2498967999,48584.507999999994,370588.75,2,1,-258,12113,1
NZ39571,38,M,2005-04-28,BC_2,A,Financial Analyst,IA16,2015-07-18,2015-11-29,H,Silver,Retail,110393.07419999999,4249.349999999999,1,7640.849999999999,1208091.402,206363.59799999997,106129.85039999998,30129.085308,67644.06599999999,654007.2839999999,2,2,134,7223,1
NZ56175,78,M,2001-02-13,BC_37,E,Human Resources Assistant II,IA12,2015-11-18,2015-04-08,L,Gold,Retail,108507.26250000001,20543.25,1,1912.9319999999998,91552.608,110577.70079999999,115185.10499999998,33403.68045,19634.327999999998,561605.184,1,1,-224,8758,1
NZ87362,79,F,1992-12-20,BC_8,A,Analog Circuit Design manager,IA21,2016-04-02,2016-04-28,H,Jade,Private Bank,63514.28480000001,15465.580000000002,1,1987.3068,72504.1364,26915.600472,34857.90880800001,10655.930350799998,8444.7058,363138.1118,0,1,26,11735,1
NZ51423,18,F,2009-08-23,BC_22,E,Software Engineer I,IA15,2016-03-04,2014-11-16,H,Gold,Investments Only,82128.11249999999,43548.51,1,7163.1812,510513.85559999995,79482.76167299999,35399.885451,26055.651536669997,59625.42599999999,981650.5397999999,3,2,-474,5645,1
NZ46502,79,F,2001-09-29,BC_33,A,Health Coach III,IA20,2016-06-06,2015-02-28,MR,Jade,Retail,49901.3424,2963.48,1,1072.7912000000001,144461.27279999998,23967.847383999997,11570.684944,23505.01998624,6587.3964,323019.0288,0,1,-464,8530,1
NZ44199,54,M,2006-09-15,BC_48,PI,Web Developer II,IA16,2015-07-16,2015-03-19,L,Silver,Retail,217487.04,35117.4,1,310.59,490618.67399999994,1325449.2081599997,512358.51744,463127.5468511999,61179.804,971485.5359999998,3,2,-119,6718,1
NZ31246,83,M,1998-06-25,BC_38,E,Office Assistant II,IA11,2016-06-18,2015-11-01,L,Platinum,Private Bank,110014.9248,11302.34,1,2749.1594,60499.16160000001,593465.2499640001,352553.61384,155123.59008960004,2911.8906,718100.5464,0,1,-230,9722,1
NZ80498,26,F,2015-02-20,BC_29,E,Account Representative IV,IA5,2015-12-14,2015-07-11,MR,Jade,Private Bank,102208.8724,11189.45,1,609.1623999999999,189692.50300000003,823333.502068,454437.32256999996,87412.35557670005,21344.554000000004,591684.3086,1,1,-156,3638,1
NZ49142,81,F,2008-01-03,BC_21,I,Senior Developer,IA21,2016-02-25,2016-01-29,H,Jade,Retail,39580.88940000001,3358.6800000000003,2,810.4863,192595.57979999998,182272.437672,79583.74039199999,143481.78227448004,5585.9037,234172.3917,3,1,-27,6243,1
NZ50904,57,M,2008-07-03,BC_25,E,Financial Analyst,IA2,2015-12-29,2015-06-12,MR,Jade,Private Bank,204655.7529,19426.620000000003,1,2361.8231,43148.0314,188987.84525299998,148002.52941500003,66145.74583854999,7634.024600000001,765167.3388,0,2,-200,6061,1
NZ76572,66,F,1992-10-29,BC_18,E,Structural Analysis Engineer,IA11,2016-07-11,2016-02-25,H,Jade,Retail,57604.915199999996,26307.84,1,4344.5376,104499.72,791795.414592,365444.037504,326869.3891007999,46561.1328,823367.9376,0,2,-137,11787,1
NZ32423,44,M,2012-05-21,BC_7,A,Assistant Professor,IA5,2016-06-08,2015-02-07,MR,Jade,Investments Only,90785.38560000001,14742.000000000002,1,2559.6032000000005,763014.4368000001,430924.9849520001,139910.70940000002,281220.525894,17904.286400000005,1015074.5528000002,3,2,-487,4643,1
NZ38977,77,F,2000-04-03,BC_24,A,Biostatistician II,IA18,2016-06-23,2016-02-22,H,Gold,Commercial,85251.7575,3639.9999999999995,1,680.0219999999999,345329.75399999996,310034.07791999995,132871.74767999997,170075.8370304,14750.567999999997,700768.1099999999,1,1,-122,9074,1
NZ41707,77,F,2004-08-15,BC_32,E,Software Test Engineer II,IA14,2015-10-24,2016-01-17,H,Platinum,Retail,366922.3131,46658.43,1,4679.694,653374.512,449208.342,336906.2565,308830.735125,38787.66,392270.526,1,3,85,7479,1
NZ70193,70,M,2010-09-22,BC_32,I,Analyst Programmer,IA18,2016-02-24,2015-07-24,H,Platinum,Institutional,253515.32799999998,5148.24,1,81.7,540741.14,85130.64,144722.088,25539.19200000001,12138.34,966880.36,0,3,-215,5250,1
NZ87876,70,F,2001-06-05,BC_27,A,Actuary,IA9,2015-12-12,2015-04-09,MR,Gold,Retail,410055.84,55788.8,2,6523.296,2125748.352,307202.0889600001,66954.30144000001,149465.631744,117268.32,1847096.1600000001,3,3,-247,8646,1
NZ47890,41,M,1993-09-27,BC_40,E,Nuclear Power Engineer,IA20,2016-02-06,2016-01-27,H,Jade,Retail,261957.6,40791.200000000004,3,7070.856,1358353.6720000003,1553973.85504,937129.2713600001,199288.25011199998,29286.360000000004,2058951.104,3,3,-10,11454,1
NZ35744,75,M,2012-07-08,BC_49,A,Internal Auditor,IA17,2015-10-10,2015-05-13,MR,Jade,Investments Only,98721.84,16852.8,1,738.752,578759.424,383172.49236000003,304167.85476,63598.733268,19375.168,326498.896,0,1,-150,4595,1
NZ47623,73,M,2001-07-07,BC_46,E,Human Resources Manager,IA1,2016-07-28,2015-11-20,H,Jade,Institutional,282121.4592,44571.24,1,7764.5568,997936.4388,412333.437684,265363.10346,114310.259952,46640.79,444889.9308,3,3,-251,8614,1
NZ36468,20,F,1992-06-23,BC_32,E,Office Assistant I,IA11,2016-05-16,2015-01-13,MR,Jade,Private Bank,59075.445,16256.5,1,2381.782,695454.0840000001,1088456.3399450001,668161.31759,286662.758837,38329.096000000005,836035.0245,0,2,-489,11915,1
NZ56605,56,M,2000-07-12,BC_27,E,Geological Engineer,IA2,2015-11-03,2014-12-11,H,Gold,Retail,114041.1987,30751.02,3,5250.4935,777745.7945,283788.238425,95900.85298499999,87837.35269320001,36095.662,976041.864,1,1,-327,8974,1
NZ30713,34,M,2004-07-06,BC_40,A,Professor,IA1,2016-02-10,2015-01-25,MR,Jade,Investments Only,242622.35250000004,22147.4,1,4572.92,414702.5025,150965.010625,46084.055875,73337.21305625001,12657.562500000002,1310467.62,1,2,-381,7519,1
NZ21229,61,F,1995-04-08,BC_43,E,Office Assistant IV,IA4,2016-01-01,2015-06-11,L,Jade,Commercial,55231.61280000001,27030.640000000003,2,3947.4176,750564.8640000002,257730.543616,56378.556416000014,82634.85554688,41911.29600000001,646704.1280000001,2,2,-204,10896,1
NZ87062,59,F,1999-07-04,BC_34,E,Assistant Manager,IA13,2015-11-26,2015-12-22,MR,Jade,Investments Only,70879.1175,6427.35,2,2608.515,691472.2815,433178.57173500006,252290.81650500002,255051.73487429996,3099.096,209199.627,0,2,26,9348,1
NZ99910,85,F,1994-01-28,BC_8,E,Product Engineer,IA1,2015-12-19,2015-04-27,MR,Silver,Commercial,347759.49,37248.12,1,5215.5168,404960.3376,991525.1998080001,829863.4824480001,309851.62494,50297.301600000006,1235883.7296000002,2,3,-236,11331,1
NZ37041,19,F,2014-02-18,BC_5,E,Assistant Manager,IA7,2016-05-23,2015-12-15,L,Gold,Commercial,151193.94999999998,33631.520000000004,1,1220.104,293387.816,137999.048352,132551.71749600003,34808.44416984,18224.648,429002.9,3,2,-160,4005,1
NZ52657,55,M,2002-06-11,BC_10,E,Administrative Assistant IV,IA7,2015-10-19,2015-02-18,MR,Gold,Retail,273197.4375,8349.55,1,7086.525,289579.2375,130151.84062500001,130151.840625,36442.515375,64126.424999999996,1186376.625,3,5,-243,8275,1
NZ38321,44,F,2013-05-07,BC_45,I,Librarian,IA1,2016-01-12,2015-01-22,H,Jade,Investments Only,167071.76640000002,26630.640000000003,2,2951.8019999999997,507261.47939999995,270776.16311399994,304029.376128,123131.89733184,20307.7206,423922.167,0,2,-355,4292,1
NZ43916,36,M,1989-12-03,BC_22,A,Budget/Accounting Analyst I,IA7,2016-02-18,2015-12-27,MR,Jade,Investments Only,178345.91999999998,29577.12,1,328.8,455981.15520000004,319263.39273600007,81563.64047999999,116636.00588640002,19461.014400000004,612559.6608000001,3,2,-53,12848,1
NZ46447,45,F,2003-04-18,BC_30,I,Software Engineer IV,IA11,2015-09-07,2015-10-11,MR,Silver,Retail,365596.00140000007,63590.61,1,9986.8608,853669.4130000001,448114.79761199997,209755.86271200003,85364.27988551998,102516.1227,2152454.3658000003,0,5,34,7964,1
NZ84755,78,F,2002-05-09,BC_7,E,Computer Systems Analyst II,IA1,2016-07-08,2015-05-25,H,Platinum,Private Bank,39423.0375,2158.45,2,2591.008,117589.26199999999,101502.37117999999,29506.503249999998,99141.85092000001,11115.328,291629.86999999994,1,1,-410,8308,1
NZ45303,33,M,2008-12-14,BC_33,E,Associate Professor,IA5,2016-01-20,2015-06-27,MR,Silver,Retail,128108.97540000002,40617.85,1,2269.1328,1277122.848,463697.409024,352603.238112,101723.61910464002,59710.34880000001,1460715.5616000001,2,3,-207,5897,2
NZ84825,56,F,1996-08-05,BC_33,I,Marketing Manager,IA13,2015-08-16,2016-04-06,MR,Jade,Retail,24459.435,5731.95,1,2594.48,291245.36,304991.232,146777.0304,49103.588352000006,41708.24,1124950.96,1,1,234,10411,2
NZ22385,41,F,2009-08-18,BC_36,E,Safety Technician IV,IA11,2016-06-28,2015-06-22,L,Jade,Retail,110953.77540000001,15479.49,1,2328.9006,529852.128,850010.8483620001,334649.9403,194096.965374,1401.699,149256.6738,0,1,-372,5650,1
NZ57724,74,M,1993-02-14,BC_12,A,Programmer II,IA15,2016-07-13,2015-02-12,MR,Jade,Retail,218434.02,55445.6,1,1014.1039999999999,622239.072,856873.58848,527306.82368,263982.97860479995,10050.768,318977.56799999997,0,2,-517,11679,1
NZ96098,38,F,2014-02-26,BC_11,E,Research Assistant II,IA16,2015-12-26,2015-06-28,H,Silver,Retail,510066.30220000003,36492.82,2,6459.7078,946099.7363999999,2113412.250404,952523.831168,653669.4791390399,83147.9012,2939141.205,0,4,-181,3997,1
NZ45192,76,F,2000-08-24,BC_26,E,Web Designer II,IA19,2016-03-18,2015-12-09,MR,Platinum,Retail,434467.2768,41995.240000000005,1,16.8084,1228527.5568000001,423754.21922399994,219183.21684000004,208954.6667208,10116.2556,1773731.2224,2,5,-100,8931,1
NZ87243,28,F,2000-01-07,BC_17,E,Systems Administrator I,IA11,2016-03-14,2016-03-09,H,Silver,Retail,103326.7941,17295.89,1,1303.6254,34796.52,76787.30664,33739.87716,94169.16059759998,9969.6432,188789.30399999997,1,1,-5,9161,1
NZ47130,56,M,1993-10-30,BC_17,M,Recruiter,IA20,2015-08-10,2015-10-06,H,Jade,Investments Only,50475.463500000005,7268.17,3,2016.84,741842.115,1547427.105,608654.6612999999,338370.72696000006,9972.48,661685.22,1,2,57,11421,1
NZ35064,81,M,1993-12-01,BC_24,A,Staff Scientist,IA20,2016-04-17,2015-03-08,H,Jade,Investments Only,60408.5933,12567.71,1,134.726,450600.965,361688.547872,180844.273936,110656.22271215999,8613.2632,697176.8188,1,1,-406,11389,1
NZ91327,69,F,2013-03-20,BC_7,E,Environmental Tech,IA2,2015-12-25,2015-08-01,L,Gold,Retail,302773.10760000005,33310.44,2,8754.4233,501607.7037000001,1209300.2024490004,414869.412519,552041.1289135801,85821.97860000002,1245921.2235,1,3,-146,4340,1
NZ31787,42,F,2004-04-01,BC_49,E,Legal Assistant,IA1,2016-04-03,2015-02-06,H,Silver,Commercial,190660.0696,21789.039999999997,1,3285.9695999999994,291199.22,1204938.5981359996,725005.4276919998,195445.12515528002,29853.3628,1791982.6211999997,3,3,-422,7615,1
NZ73969,53,F,1998-10-23,BC_3,I,Automation Specialist II,IA5,2016-06-19,2016-04-17,H,Jade,Investments Only,148477.18079999997,32913.689999999995,2,2989.8527999999997,319993.7928,564711.3985919999,359361.79910400003,290826.37027487997,34878.1752,1330876.7471999999,2,2,-63,9602,1
NZ45185,58,F,2014-10-09,BC_34,E,Media Manager III,IA20,2015-08-03,2015-10-07,H,Jade,Commercial,67931.91900000001,2620.8900000000003,3,236.29320000000004,543898.9296,1151166.4894080004,575583.2447040002,126628.31383487995,30678.102000000003,760430.268,3,1,65,3772,1
NZ73287,44,M,2014-01-29,BC_26,PI,Assistant Manager,IA7,2016-04-09,2015-09-07,MR,Silver,Retail,334954.8909,21424.08,2,7985.6140000000005,260823.43560000003,800525.1726290002,580600.6746540001,305079.26359091996,74104.2302,1029364.2723000001,2,4,-215,4025,2
NZ70814,78,F,2009-07-16,BC_23,E,Internal Auditor,IA8,2016-07-05,2016-01-17,H,Platinum,Retail,521159.9844000001,46623.69,1,2091.8489999999997,658790.4053999999,752220.147054,507522.0269280001,398767.3068719999,19329.1479,1570263.8196,1,5,-170,5683,1
NZ24037,18,M,1993-06-18,BC_4,I,Associate Professor,IA8,2016-02-19,2014-11-28,H,Jade,Investments Only,456670.83,68340.24,1,2447.0838,568347.2838,793170.716208,546644.6827919999,309872.50548072,53835.1998,742495.1838,1,4,-448,11555,1
NZ15396,30,F,2006-01-29,BC_4,A,Senior Editor,IA13,2015-08-02,2015-12-18,MR,Gold,Retail,95229.75,3154.5,1,4033.1250000000005,552450.375,496049.87250000006,268234.3755,51589.18674,58599.450000000004,905627.925,3,2,138,6947,1
NZ23636,59,F,2011-11-13,BC_4,E,Compensation Analyst,IA20,2016-01-28,2016-03-02,H,Gold,Commercial,105963.92519999998,9921.699999999999,2,13991.993999999999,1645132.1546,321400.458046,56083.301404,94176.80535764,113105.453,1355647.7429999998,3,5,34,4833,1
NZ46502,45,M,1998-07-17,BC_41,E,Statistician I,IA1,2015-09-03,2014-12-12,MR,Gold,Commercial,135507.1446,25373.93,1,2938.8806,563146.3348,495483.2892719999,407574.9637559999,309357.38915676,42422.0802,1141237.1682,0,3,-265,9700,2
NZ26451,20,M,2004-03-15,BC_49,E,Staff Accountant I,IA14,2016-03-22,2015-12-12,MR,Jade,Retail,51930.75,18163.5,1,5345.25,395341.5,1224257.625,253013.2425,349158.27465000004,37269.0,1503253.5,1,2,-101,7632,1
NZ66679,55,M,1992-10-15,BC_43,I,Developer II,IA10,2015-11-20,2015-04-01,H,Silver,Retail,104710.71,23838.0,1,542.2829999999999,221542.77599999998,418230.2659499999,253046.88359999994,95454.90775800002,29482.130999999994,156066.83399999997,3,1,-233,11801,1
NZ65897,53,M,2001-10-13,BC_9,PI,Social Worker,IA20,2016-01-29,2016-04-30,MR,Jade,Private Bank,191335.58400000003,29976.54,2,9082.286399999999,1461141.3960000002,909407.950176,270364.52572800004,330336.29325312,53967.22320000001,2371715.3328,3,2,92,8516,1
NZ52886,20,F,1994-03-09,BC_12,A,Payment Adjustment Coordinator,IA11,2015-07-21,2016-01-09,MR,Gold,Institutional,321086.0712,6308.1900000000005,1,3073.1292000000003,1234717.5132000002,916690.9868760003,198388.347906,412852.9929699,15329.506200000002,1801251.249,2,5,172,11291,1
NZ66931,41,M,1991-04-15,BC_48,A,Statistician I,IA1,2016-01-14,2016-06-04,MR,Silver,Retail,192430.08,15312.15,2,2058.453,325660.5,459149.48586,427115.8008000001,103575.58169399995,22756.374,337520.889,2,2,142,12350,1
NZ50563,31,F,2007-01-08,BC_45,A,Account Executive,IA9,2016-01-15,2015-11-09,H,Silver,Retail,120704.7744,12527.52,1,2126.2848,579978.7104,787720.5651840001,397473.67968,269920.7624736,9359.001600000001,1148663.1024000002,1,2,-67,6603,1
NZ82494,21,M,2012-02-25,BC_45,E,Social Worker,IA10,2015-12-21,2015-02-23,L,Silver,Commercial,76110.5676,25825.8,1,3391.6422,470527.6032,2220189.2830439997,488126.7218039999,1195123.1672556,6276.4176,969946.614,2,4,-301,4729,1
NZ32752,30,F,2002-01-08,BC_23,E,Software Test Engineer II,IA21,2016-04-11,2014-11-03,H,Jade,Commercial,89295.7824,32168.4,1,313.6672,176680.4204,238254.46506400002,106681.10376000001,166778.12554480002,18790.257200000004,427617.4232,3,2,-525,8429,1
NZ60228,73,F,1994-06-02,BC_42,M,Web Designer I,IA5,2016-06-10,2015-05-17,H,Silver,Institutional,123955.50180000003,7143.63,1,2552.6825999999996,818746.9757999999,93146.24170799999,53997.82128,12284.504341199994,18611.4942,564580.4112,2,1,-390,11206,1
NZ31493,43,F,2006-07-07,BC_19,E,Systems Administrator I,IA22,2015-07-19,2015-08-17,L,Gold,Retail,179627.3244,35599.04,1,1357.224,138952.4903,282111.05376299995,162868.23722399998,84458.81444616,4640.7807,91442.4529,0,2,29,6788,1
NZ16745,22,F,1993-10-27,BC_8,M,Budget/Accounting Analyst I,IA12,2015-07-27,2015-03-19,MR,Jade,Retail,144109.4256,11441.77,1,6055.775,401053.345,704059.5661000002,262422.20191,200144.93301770004,10120.022,215739.249,2,2,-130,11424,1
NZ96019,65,M,2014-01-27,BC_37,I,Web Designer II,IA5,2016-06-09,2015-04-25,L,Platinum,Retail,258591.24300000005,13840.26,2,4778.8515,59201.037899999996,453440.0602889999,270473.018418,640543.74832404,6784.7499,641600.7039,2,5,-411,4027,1
NZ31862,82,F,2011-12-02,BC_40,E,Developer IV,IA1,2015-11-22,2015-07-14,H,Silver,Investments Only,113530.43520000002,21218.4,2,1095.0912000000003,243904.59520000004,302759.34976000007,205443.84448000006,221230.58200320008,26597.670400000006,748076.1792000001,2,2,-131,4814,1
NZ91417,40,M,1991-03-15,BC_9,E,Staff Accountant IV,IA3,2016-07-06,2015-08-12,H,Platinum,Retail,30624.6875,10631.5,2,386.95,458932.995,797102.0758,235762.58579999997,384180.746956,33665.715,189408.83,2,1,-329,12381,1
NZ21808,47,M,1989-09-09,BC_8,A,Analog Circuit Design manager,IA6,2016-03-14,2015-11-12,H,Jade,Commercial,161632.9624,8652.699999999999,1,3102.7896,771458.7143999999,2266816.162734,356417.63565,620166.686031,32745.191400000003,2927481.9875999996,2,5,-123,12933,1
NZ72909,33,F,1992-03-04,BC_8,PI,Database Administrator II,IA5,2015-11-27,2015-02-22,H,Gold,Retail,57204.2925,3434.67,2,1004.8428000000001,35799.753600000004,24720.143760000003,12835.459260000001,35397.3443148,10999.3572,158495.5944,2,1,-278,12026,1
NZ59364,70,F,1996-01-01,BC_25,A,Developer IV,IA6,2016-01-13,2015-11-27,H,Silver,Investments Only,30748.379999999997,1671.8999999999999,3,3540.3179999999998,653365.632,683612.2965599999,341806.14827999996,196678.61974800003,12393.492,102057.636,2,1,-47,10628,1
NZ68800,71,M,1989-12-24,BC_19,M,Research Nurse,IA11,2016-02-01,2015-04-25,L,Jade,Retail,371047.1131,39205.33,1,3952.6860000000006,1813756.3390000002,258168.253425,86611.28502000001,78349.9009104,29880.249,1394498.5595000002,3,3,-282,12827,1
NZ19308,53,M,2010-06-12,BC_8,E,Statistician III,IA21,2015-06-04,2016-04-17,MR,Platinum,Retail,206497.2448,45057.76,2,3400.6896,875268.9792,252870.48309600004,337160.644128,35321.59128960001,39803.148,1149763.5071999999,1,4,318,5352,1
NZ50968,82,F,1994-10-21,BC_49,I,Health Coach II,IA18,2016-07-17,2015-08-21,MR,Jade,Private Bank,475533.03420000005,13867.09,1,4970.116000000001,1394324.6944,276912.36289600004,78257.84168800001,184869.10140296,46379.288400000005,728283.2976,1,4,-331,11065,1
NZ60474,80,M,1991-08-02,BC_46,E,Pharmacist,IA13,2016-01-01,2015-11-13,H,Silver,Investments Only,209326.3354,72063.81,1,2059.3664,394449.1096,793479.628032,267036.41328,451291.5384432001,22561.229600000002,1888140.8728000002,0,4,-49,12241,1
NZ19117,66,F,1999-08-20,BC_8,PI,Office Assistant I,IA3,2015-07-05,2016-04-21,H,Silver,Retail,105666.4155,14772.019999999999,2,213.45739999999998,574004.6647,443300.08817299997,127932.24021099998,93271.52861894999,8033.1711,868017.6035,1,1,291,9301,1
NZ66918,82,M,1999-02-08,BC_29,PI,Account Representative II,IA9,2015-12-29,2015-11-22,L,Silver,Retail,272379.6997,58881.07,3,1343.0000000000002,111480.2812,261207.09657600004,284254.78156800003,96877.10258304005,16447.9896,1190580.7812,1,3,-37,9494,1
NZ59407,42,M,2010-02-12,BC_29,E,Developer I,IA17,2016-04-11,2015-12-07,H,Silver,Investments Only,168233.4225,14646.6,1,3154.0995,432227.1105,1098166.00176,467304.68159999995,280382.80896000005,60120.14400000001,1197613.6739999999,0,2,-126,5472,1
NZ40471,78,M,2008-08-04,BC_25,E,General Manager,IA14,2016-04-04,2014-11-24,H,Silver,Private Bank,379568.69999999995,10051.2,2,4360.158,1025617.644,919850.40036,490084.2297000001,195279.716142,103790.64600000001,1728690.102,2,4,-497,6029,1
NZ85041,43,F,2012-08-06,BC_2,E,Systems Administrator IV,IA2,2015-06-22,2015-01-19,L,Silver,Commercial,358410.87,22603.5,1,1407.924,887505.606,154216.53576,131292.45612000002,87132.3427044,23469.174000000003,1358384.922,3,4,-154,4566,1
NZ48176,48,F,1993-09-29,BC_44,A,Desktop Support Technician,IA4,2016-06-26,2014-12-17,MR,Gold,Retail,91216.94400000002,9208.94,3,1305.304,245345.67200000002,118109.80610000002,150321.57140000004,51538.82448,11196.328000000001,171396.225,1,1,-557,11452,1
NZ37683,52,M,2014-06-09,BC_27,A,Human Resources Assistant III,IA12,2016-03-29,2015-08-20,H,Jade,Commercial,158337.75,34194.5,2,2362.395,913265.365,173531.5707,43670.1966,50588.47511399999,47267.53,1143218.735,1,2,-222,3894,1
NZ99006,64,F,2010-06-04,BC_13,E,Account Representative II,IA10,2015-10-24,2015-11-25,L,Gold,Retail,340898.8401,11660.31,3,5652.535199999999,570690.0576,676238.741568,383635.43992800004,333242.64908999996,51703.079999999994,1202945.8895999999,0,2,32,5360,1
NZ38675,58,F,1996-11-19,BC_48,I,Software Test Engineer III,IA9,2016-06-08,2015-05-03,H,Jade,Commercial,213624.56960000002,32198.4,1,4998.4896,841786.4,672823.008,352689.48000000004,136734.99839999998,5260.2784,1430060.6528,3,2,-402,10305,1
NZ83783,30,F,1996-05-15,BC_23,E,Business Systems Development Analyst,IA18,2016-03-15,2015-10-31,H,Jade,Retail,34993.314,1960.6899999999998,1,437.8796999999999,26056.569599999995,36372.03840899999,42114.991841999996,24082.118062379992,14352.998999999998,145893.94529999996,3,1,-136,10493,1
NZ88284,36,M,2010-04-11,BC_37,E,Budget/Accounting Analyst IV,IA10,2016-07-29,2016-03-21,MR,Gold,Private Bank,33898.02,23352.6,1,576.504,86107.023,6602.040270000001,8284.913279999999,5359.3032779999985,13600.17,303229.935,2,1,-130,5414,1
NZ21526,59,M,1991-04-05,BC_48,E,Analog Circuit Design manager,IA7,2015-06-24,2016-02-16,MR,Jade,Retail,124795.75499999999,4146.8,1,2648.1,941295.8099999999,391486.78296,190724.33016,34330.37942879999,28008.708,600188.862,2,1,237,12360,1
NZ70008,34,F,1992-03-04,BC_29,I,Actuary,IA17,2015-09-16,2015-06-30,MR,Platinum,Private Bank,39277.602,6732.96,1,505.6272,169161.3378,130522.57883599999,82247.104472,95585.43924072,2821.377,313341.1996,0,1,-78,12026,1
